AGENCE;EXPL;CLIENT;CODAPE;IDP;ANOMALIE_AGE;ANOMALIE_DATE_EER;ANOMALIE_CIN;;
1017;SR;581432;Particuliers non commerciaux;955314;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581476;Enseignement elementaire et seco;956467;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581605;Particuliers non commerciaux;963817;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581567;Particuliers non commerciaux;961364;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581503;Particuliers non commerciaux;958239;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581562;Particuliers non commerciaux;961030;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581739;Particuliers non commerciaux;972998;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581688;Particuliers non commerciaux;968531;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581651;Particuliers non commerciaux;966446;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581671;Particuliers non commerciaux;967555;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581653;Particuliers non commerciaux;966536;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581660;Particuliers non commerciaux;967051;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581756;Particuliers non commerciaux;973919;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581755;Particuliers non commerciaux;973916;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581819;Particuliers non commerciaux;977758;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581827;Particuliers non commerciaux;978003;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581838;Particuliers non commerciaux;978747;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581974;Particuliers non commerciaux;984621;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581920;Particuliers non commerciaux;982377;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582715;Particuliers non commerciaux;994168;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582261;Particuliers non commerciaux;1031041;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582088;Particuliers non commerciaux;987190;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582343;Particuliers non commerciaux;990110;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582087;Particuliers non commerciaux;987135;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582595;Particuliers non commerciaux;992834;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582664;Particuliers non commerciaux;993818;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582075;Particuliers non commerciaux;987066;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582691;Particuliers non commerciaux;994002;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582875;Particuliers non commerciaux;995743;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582885;Particuliers non commerciaux;995903;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582881;Particuliers non commerciaux;995886;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583109;Particuliers non commerciaux;998929;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583165;Particuliers non commerciaux;999709;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;583117;Particuliers non commerciaux;999114;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583231;Particuliers non commerciaux;1001822;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583267;Particuliers non commerciaux;1003516;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583302;Particuliers non commerciaux;1005566;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583296;Particuliers non commerciaux;1005289;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583314;Particuliers non commerciaux;1006417;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583438;Particuliers non commerciaux;1013771;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583419;Particuliers non commerciaux;1012809;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583543;Particuliers non commerciaux;1016669;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583669;Particuliers non commerciaux;1024792;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583219;Particuliers non commerciaux;1001195;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583831;Particuliers non commerciaux;1028033;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583887;Particuliers non commerciaux;1029547;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583973;Particuliers non commerciaux;1032798;;;;;
1017;SR;584296;Particuliers non commerciaux;1045743;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584154;Particuliers non commerciaux;1041883;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584275;Particuliers non commerciaux;1044481;;;ANOMALIE - Document d'identité expiré;;
1017;SR;584239;Particuliers non commerciaux;1043529;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584190;Particuliers non commerciaux;1042579;;;ANOMALIE - Document d'identité expiré;;
1017;SR;584418;Particuliers non commerciaux;1051959;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;807940;PARTICULIERS SALARIES;51979;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577402;;124766;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577202;Autres services NCA;121739;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577242;COMMERCE DE DETAIL;122479;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577724;;129946;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577620;;128176;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577876;;132567;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577737;;130260;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577991;;134028;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577937;;133705;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577796;;131158;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578173;;137266;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;578207;;138126;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578336;;141022;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578264;;139829;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578479;;143512;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;578699;;147792;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;578759;;149830;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578750;;149706;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578751;;149733;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578767;;150138;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578691;;147673;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578736;;149262;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578687;;147633;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578633;;146811;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578930;;155304;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;578875;Autres services NCA;153386;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578876;;153394;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578848;;152922;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578877;;153438;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578882;Autres services NCA;153455;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578992;;158248;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;578976;;157996;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579137;;161709;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579228;;163290;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;579296;;165476;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579352;;166724;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579423;;167546;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579489;;168458;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579500;;168596;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579513;;168805;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579468;;168184;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579608;;169955;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579533;;169084;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579673;;170789;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579849;comptes internes;22492;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579844;;172658;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580120;;176431;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579999;;174519;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580104;;176138;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580077;;175696;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580147;;176992;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579661;;170697;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580215;;178934;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579874;;173009;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579970;;174244;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579998;;174515;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579825;;172473;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579712;;171216;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579701;;171100;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579968;;174106;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579770;;171878;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579933;;173670;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580145;;176961;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580197;;178405;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579763;;171833;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579871;;172910;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580243;;180098;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580280;;181863;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580467;;187804;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580632;;191802;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580730;;195164;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580804;;197346;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580851;Particuliers non commerciaux;198504;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580894;Particuliers non commerciaux;199614;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580959;Particuliers non commerciaux;933038;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581090;Particuliers non commerciaux;941450;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581173;Particuliers non commerciaux;944982;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581177;Particuliers non commerciaux;945087;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581073;Particuliers non commerciaux;940614;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581231;Particuliers non commerciaux;947039;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581308;Particuliers non commerciaux;949347;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581222;Particuliers non commerciaux;946734;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581255;Particuliers non commerciaux;947862;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581304;Particuliers non commerciaux;949312;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581333;Particuliers non commerciaux;950421;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581226;Particuliers non commerciaux;946887;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581380;Particuliers non commerciaux;952172;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581518;Particuliers non commerciaux;959136;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581635;Particuliers non commerciaux;965543;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581648;Particuliers non commerciaux;966247;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581510;Particuliers non commerciaux;958646;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581563;Particuliers non commerciaux;961031;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581661;Particuliers non commerciaux;967095;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581742;Particuliers non commerciaux;973100;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581711;Particuliers non commerciaux;971121;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581720;Particuliers non commerciaux;975143;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581767;Particuliers non commerciaux;974455;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581752;Particuliers non commerciaux;973681;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582230;Particuliers non commerciaux;989358;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582654;Particuliers non commerciaux;993727;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582732;Particuliers non commerciaux;994243;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582787;Particuliers non commerciaux;994728;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582864;Particuliers non commerciaux;995645;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583140;Particuliers non commerciaux;999473;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583160;Particuliers non commerciaux;999694;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583303;Particuliers non commerciaux;1005657;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583456;Particuliers non commerciaux;1014882;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583592;Particuliers non commerciaux;1020441;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583588;Particuliers non commerciaux;1019709;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581455;Particuliers non commerciaux;955800;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583659;Particuliers non commerciaux;1024266;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583676;Particuliers non commerciaux;1024807;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583755;Particuliers non commerciaux;1025970;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583827;Particuliers non commerciaux;1027897;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583880;Particuliers non commerciaux;1029102;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583938;Particuliers non commerciaux;1032137;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584082;Particuliers non commerciaux;1038095;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584317;Particuliers non commerciaux;1046870;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584387;Particuliers non commerciaux;1050346;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577375;;124083;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577239;SERVICES DOMESTIQUES;122443;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577182;Autres services NCA;121437;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577029;COMMERCE DE DETAIL;119363;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577480;;125669;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577244;AGRICULTURE ET CHASSE;122514;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577562;Autres services NCA;127053;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577622;;128223;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577986;;134020;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;577787;COMMERCE DE GROS;130779;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578228;;138673;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578237;;138937;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578224;;138612;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578242;;139082;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578533;;144136;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578350;;141221;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578389;;142150;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578549;;144523;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578721;;148683;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578686;comptes internes;147606;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;578709;;148070;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578774;;150388;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578574;;145261;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578634;;146820;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578794;;151292;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578911;Autres services NCA;154368;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578869;Autres services NCA;153370;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578822;;152152;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579006;;158353;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;578970;;157738;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579057;;159193;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579267;;164345;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579262;;164191;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579224;;163256;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579421;;167531;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579593;;169793;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579597;;169802;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579610;;169985;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579576;;169542;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579457;;168003;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579516;;168810;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579531;;169062;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579860;;172825;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579671;;170783;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580025;;174952;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580026;;174969;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579853;;172732;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579681;;170911;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579819;;172437;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580059;;175398;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580063;;175463;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580148;;176994;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580205;;178701;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579876;;173011;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579839;;172579;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579822;;172463;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579714;;171219;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580135;;46377;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580221;;179157;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580069;Autres services NCA;175606;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579931;;173665;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579945;;173873;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580192;;178242;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580176;;177727;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;579952;;173959;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579869;;172893;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579870;;172897;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580308;;182617;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580388;Autres services NCA;185521;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580429;;186764;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580340;;183884;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580422;;186582;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580331;Autres services NCA;183586;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580486;;188222;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580490;;188276;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580471;;187880;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580289;;182161;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580504;;188565;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580509;;188729;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580567;;190259;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580545;;189693;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580594;;190784;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580586;;190597;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580514;;188862;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;580616;;191370;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580600;;190873;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580777;;196362;;;ANOMALIE - Document d'identité expiré;;
1017;SR;215625;;196265;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580654;;192513;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580736;;195511;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580707;;194092;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580639;;191982;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580820;;197799;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580852;Particuliers non commerciaux;198601;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581033;Particuliers non commerciaux;937871;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580962;Particuliers non commerciaux;933123;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580990;Particuliers non commerciaux;935453;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581056;Particuliers non commerciaux;939330;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581187;BATIMENTS TRAVAUX PUBLICS;945249;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581230;Particuliers non commerciaux;947012;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581305;Particuliers non commerciaux;949315;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581332;Particuliers non commerciaux;950161;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581233;Particuliers non commerciaux;947084;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581358;Particuliers non commerciaux;951254;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581346;Particuliers non commerciaux;950951;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581263;Particuliers non commerciaux;948136;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581457;Particuliers non commerciaux;955821;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581475;Particuliers non commerciaux;956460;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581467;Particuliers non commerciaux;956233;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581566;Particuliers non commerciaux;961302;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581626;Particuliers non commerciaux;965234;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581517;Particuliers non commerciaux;959099;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581585;Particuliers non commerciaux;962248;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581738;Particuliers non commerciaux;972913;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581721;Particuliers non commerciaux;971868;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581687;Particuliers non commerciaux;968483;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581794;Particuliers non commerciaux;976562;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581803;Particuliers non commerciaux;976766;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581859;Particuliers non commerciaux;979787;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582540;Particuliers non commerciaux;992214;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582226;Particuliers non commerciaux;989309;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582364;Particuliers non commerciaux;990259;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582259;Particuliers non commerciaux;989534;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582106;Particuliers non commerciaux;987330;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582084;Particuliers non commerciaux;987123;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582038;Particuliers non commerciaux;985814;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583206;Particuliers non commerciaux;1000595;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583230;Particuliers non commerciaux;1001816;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583024;Particuliers non commerciaux;997606;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583368;Particuliers non commerciaux;1009799;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583422;Particuliers non commerciaux;1012931;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583544;Particuliers non commerciaux;1016674;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583525;Particuliers non commerciaux;1016423;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583645;Particuliers non commerciaux;1023436;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583758;Particuliers non commerciaux;1026042;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583983;Particuliers non commerciaux;1033152;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583987;Particuliers non commerciaux;1033235;;;ANOMALIE - Document d'identité expiré;;
1017;SR;584055;Particuliers non commerciaux;1037049;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584295;Particuliers non commerciaux;1045740;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584274;Particuliers non commerciaux;1044429;;;ANOMALIE - Document d'identité expiré;;
1017;SR;186855;Particuliers non commerciaux;22663;;;ANOMALIE - Document d'identité expiré;;
1017;SR;480211;PARTICULIERS SALARIES;36916;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577338;;123625;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577191;Enseignement elementaire et seco;121526;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577081;Autres services NCA;120383;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577491;;125870;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577494;;125891;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577043;Autres services NCA;119671;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577236;COMMERCE DE DETAIL;122417;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577245;Services de soins de sante;122515;;;ANOMALIE - Document d'identité expiré;;
