AGENCE;EXPL;CLIENT;CODAPE;IDP;ANOMALIE_AGE;ANOMALIE_DATE_EER;ANOMALIE_CIN;;
1017;SR;580948;Particuliers non commerciaux;202207;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580922;Particuliers non commerciaux;200580;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581030;Particuliers non commerciaux;937714;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581197;Particuliers non commerciaux;945496;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581081;Particuliers non commerciaux;941092;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581132;Particuliers non commerciaux;943821;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581157;Particuliers non commerciaux;944548;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581112;Particuliers non commerciaux;943368;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581416;Particuliers non commerciaux;954046;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581249;Particuliers non commerciaux;947557;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581232;Particuliers non commerciaux;947077;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581323;Particuliers non commerciaux;949867;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581281;Particuliers non commerciaux;948616;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581375;Particuliers non commerciaux;952023;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581448;Particuliers non commerciaux;955664;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581564;Particuliers non commerciaux;961058;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581577;Particuliers non commerciaux;962004;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581552;Particuliers non commerciaux;960996;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581674;Particuliers non commerciaux;967718;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581727;Particuliers non commerciaux;972538;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581726;Particuliers non commerciaux;972426;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581732;Particuliers non commerciaux;972704;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581784;Particuliers non commerciaux;975867;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581829;Particuliers non commerciaux;978017;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581868;Particuliers non commerciaux;980318;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581888;Particuliers non commerciaux;981141;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582284;Particuliers non commerciaux;989559;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582365;Particuliers non commerciaux;990261;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582653;Particuliers non commerciaux;993726;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582163;Particuliers non commerciaux;988357;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582711;Particuliers non commerciaux;994138;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582630;Particuliers non commerciaux;993326;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582000;Particuliers non commerciaux;985070;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582560;Particuliers non commerciaux;992453;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582725;Particuliers non commerciaux;994233;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582789;Particuliers non commerciaux;994731;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582938;Particuliers non commerciaux;996649;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582780;Particuliers non commerciaux;994656;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583098;Particuliers non commerciaux;998781;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;583238;Particuliers non commerciaux;1002083;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583382;Particuliers non commerciaux;1010456;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583455;Particuliers non commerciaux;1014786;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583556;Particuliers non commerciaux;1016914;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;583505;Particuliers non commerciaux;1016319;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583649;Particuliers non commerciaux;1023877;;;ANOMALIE - Document d'identité expiré;;
1017;SR;584047;Particuliers non commerciaux;1036920;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584071;Particuliers non commerciaux;1037624;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584143;Particuliers non commerciaux;1041708;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584218;Particuliers non commerciaux;1043139;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584118;Particuliers non commerciaux;1040403;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584208;Particuliers non commerciaux;1042848;;;ANOMALIE - Document d'identité expiré;;
1017;SR;584157;Particuliers non commerciaux;1041909;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584215;Particuliers non commerciaux;1043067;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;710199;PARTICULIERS SALARIES;89766;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577208;Autres services NCA;121911;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577215;Autres services NCA;121995;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577447;;125490;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577426;;124966;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577604;Autres services NCA;127852;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577855;;132038;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577833;Autres services NCA;131662;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577989;;134025;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;577995;;134045;ANOMALIE - Mineur de plus de 21 ans;ANOMALIE - Date EER antérieure à la date de naissance;;;
1017;SR;577783;;130759;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578374;;141826;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578300;;140637;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578441;;143157;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;578406;Autres services NCA;142595;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578618;;146457;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578614;;146383;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578740;;149600;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578694;;147722;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;578789;;151081;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578783;;150750;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578553;;144703;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578937;;156031;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578925;;155009;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578903;;154068;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579070;;159617;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579061;;159311;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579058;;159221;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579083;;160216;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579166;;161962;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579281;;164911;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579253;;163983;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579377;;167028;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579599;;169835;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579525;;168950;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579453;;167946;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579621;;170153;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;579971;;174248;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580024;;174943;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580052;;175338;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580050;COMMERCE DE GROS;175303;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579881;;173021;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580089;;175923;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579826;;176837;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580227;;179359;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580133;;176638;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579941;;173787;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;579833;;172587;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579838;;172595;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579816;;172396;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579888;;173137;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579814;;172393;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580129;;176606;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579963;;174082;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580168;;177607;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580236;;179934;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580361;;184648;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580484;;188133;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580338;;183781;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580455;;187572;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580469;;187810;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580515;;188863;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580698;;193793;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580728;;195104;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580725;;195064;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580683;;193408;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580755;;195947;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580643;;192155;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580709;Autres services NCA;194281;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580793;;197043;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580836;Particuliers non commerciaux;198284;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580938;Particuliers non commerciaux;201347;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580896;Particuliers non commerciaux;199661;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581008;Particuliers non commerciaux;936021;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581196;Particuliers non commerciaux;945477;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581070;Particuliers non commerciaux;940389;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581130;Particuliers non commerciaux;943810;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581336;Particuliers non commerciaux;950443;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581412;Particuliers non commerciaux;953814;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581311;Particuliers non commerciaux;949439;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581439;Particuliers non commerciaux;955492;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581632;Particuliers non commerciaux;965443;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581710;Particuliers non commerciaux;971041;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581692;Particuliers non commerciaux;968916;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581813;Particuliers non commerciaux;977365;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581896;Particuliers non commerciaux;981332;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581986;Particuliers non commerciaux;984763;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582062;Particuliers non commerciaux;986735;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582029;Particuliers non commerciaux;985311;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582057;Particuliers non commerciaux;986620;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582568;Particuliers non commerciaux;992522;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582921;Particuliers non commerciaux;996535;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583124;Particuliers non commerciaux;999227;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;583116;Particuliers non commerciaux;999085;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583204;Particuliers non commerciaux;1000593;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583177;Particuliers non commerciaux;999910;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583284;Particuliers non commerciaux;1004291;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583406;Particuliers non commerciaux;1011500;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583410;Particuliers non commerciaux;1012185;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583539;Particuliers non commerciaux;1016509;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583596;Particuliers non commerciaux;1020668;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;583468;Particuliers non commerciaux;1015606;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;583661;Particuliers non commerciaux;1024296;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583778;Particuliers non commerciaux;1027318;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582748;Particuliers non commerciaux;994273;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584134;Particuliers non commerciaux;1041609;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584105;Particuliers non commerciaux;1039945;;;ANOMALIE - Document d'identité expiré;;
1017;SR;584337;Particuliers non commerciaux;1048164;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581065;Particuliers non commerciaux;939935;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;584467;Particuliers non commerciaux;4204847;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;577324;;123433;;;ANOMALIE - Document d'identité expiré;;
1017;SR;708996;Autres services NCA;56553;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;578887;Autres services NCA;153533;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577381;;124234;;;ANOMALIE - Document d'identité expiré;;
1017;SR;212683;PARTICULIERS SALARIES;87253;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577042;AUTRES COMMERCES;119617;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577395;Autres services NCA;124590;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577516;Autres services NCA;126368;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577366;;123984;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577103;Autres services NCA;120599;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577482;;125681;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577523;;126464;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577606;;127905;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577578;;127350;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577869;;132462;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577849;;131889;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578089;;135594;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578057;;135273;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578108;Autres services NCA;135894;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578198;;137925;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578103;;135810;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578449;;143244;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;578270;;139923;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578209;;138272;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578432;;143111;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;578635;;146859;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578676;;1031490;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578833;;152514;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578865;Autres services NCA;153344;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578852;;153182;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578850;;153050;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578799;;151391;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578834;;152515;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578819;;152052;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579049;;159154;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579112;;161133;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;579040;OEUVRES SOCIALES;158993;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579065;;138126;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579192;;162313;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579254;;164022;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579317;;166203;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579320;;166217;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579307;;165754;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579213;Autres services NCA;162863;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579303;;165579;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579439;;167795;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579432;;167664;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579401;;167266;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579592;;169769;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579498;;168552;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;579845;;172663;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579975;;174254;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579856;;172755;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580123;;176450;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580072;;175637;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580137;;176786;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580140;;176798;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580219;;1049406;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579987;;174408;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580224;;179261;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580143;;176944;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579884;;173130;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580034;;175063;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580144;;176955;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579815;;172395;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579872;;172961;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580357;;184521;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580275;;181698;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580403;;185974;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580420;;186577;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580287;;182105;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580313;;182715;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580472;;187896;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580360;;146947;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580606;;190961;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580566;;190258;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580547;;189777;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580531;;189316;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580620;;191469;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580779;;196379;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580701;Autres services NCA;193933;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580638;;191978;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580770;;196202;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580807;;197410;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580840;Particuliers non commerciaux;198366;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580814;;197559;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580900;Particuliers non commerciaux;199777;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580945;Particuliers non commerciaux;201829;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580874;Particuliers non commerciaux;199033;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580954;Particuliers non commerciaux;932886;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581103;Particuliers non commerciaux;942722;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581212;Particuliers non commerciaux;946143;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581195;Particuliers non commerciaux;945460;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581393;Particuliers non commerciaux;952576;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581329;Enseignement universitaire;950094;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581415;Particuliers non commerciaux;953951;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581334;Particuliers non commerciaux;950435;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581268;Particuliers non commerciaux;948287;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581278;Particuliers non commerciaux;948516;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581449;Particuliers non commerciaux;955676;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581497;Particuliers non commerciaux;958010;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581474;ANIMATION RURALE;956394;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581468;Particuliers non commerciaux;956236;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581470;Particuliers non commerciaux;956255;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581524;Particuliers non commerciaux;959438;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581621;Particuliers non commerciaux;964833;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581599;Particuliers non commerciaux;963163;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581557;Particuliers non commerciaux;961018;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581548;Particuliers non commerciaux;960898;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581571;Particuliers non commerciaux;961645;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581704;Particuliers non commerciaux;970020;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581696;Particuliers non commerciaux;969051;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581808;Particuliers non commerciaux;977225;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581824;Particuliers non commerciaux;977895;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581863;Particuliers non commerciaux;980016;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581901;Particuliers non commerciaux;981554;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581893;Particuliers non commerciaux;981259;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581897;Particuliers non commerciaux;981494;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581943;Particuliers non commerciaux;983610;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582054;Particuliers non commerciaux;986612;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582213;Particuliers non commerciaux;989189;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582651;Particuliers non commerciaux;993673;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582116;Particuliers non commerciaux;987431;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582532;Particuliers non commerciaux;992053;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582594;Particuliers non commerciaux;992821;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582471;Particuliers non commerciaux;991267;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582372;Particuliers non commerciaux;990437;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;583215;Particuliers non commerciaux;1001084;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583198;Particuliers non commerciaux;1000583;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583256;Particuliers non commerciaux;1002923;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583277;Particuliers non commerciaux;1003911;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583332;Particuliers non commerciaux;1007266;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583349;Particuliers non commerciaux;1008816;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583379;Particuliers non commerciaux;1010346;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583342;Particuliers non commerciaux;1008502;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583546;Particuliers non commerciaux;1016725;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583465;Particuliers non commerciaux;1015410;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583842;Particuliers non commerciaux;1028111;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583913;Particuliers non commerciaux;1030560;;;ANOMALIE - Document d'identité expiré;;
1017;SR;584077;Particuliers non commerciaux;1037640;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584282;Particuliers non commerciaux;1045005;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584176;Particuliers non commerciaux;1042342;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;116984;Particuliers non commerciaux;56844;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;509516;PARTICULIERS SALARIES;26999;;;ANOMALIE - Document d'identité expiré;;
1017;SR;684698;Autres services NCA;123388;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577407;;124793;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577419;;124817;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577518;Autres services NCA;126439;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577267;;122793;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577472;;125637;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;577441;;125478;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;577204;;121760;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577725;;129951;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577714;;129773;;;ANOMALIE - Document d'identité expiré;;
