Agents;Taux;Date;flux_stock;pp_pm
BV;100;2026-03-23 15:02:25.8636630 +00:00;S;P
E9;100;2026-03-23 15:02:25.8636630 +00:00;S;P
VB;97;2026-03-23 15:02:25.8638090 +00:00;S;P
KZ;98;2026-03-23 15:02:25.8638090 +00:00;S;P
BHJ;100;2026-03-23 15:02:25.8638090 +00:00;S;P
ABS;100;2026-03-23 15:02:25.8638090 +00:00;S;P
AKH;100;2026-03-23 15:02:25.8638090 +00:00;S;P
HKG;100;2026-03-23 15:02:25.8638090 +00:00;S;P
K1;100;2026-03-23 15:02:25.8638090 +00:00;S;P
O4;100;2026-03-23 15:02:25.8638090 +00:00;S;P
QA;100;2026-03-23 15:02:25.8638090 +00:00;S;P
SD;100;2026-03-23 15:02:25.8638090 +00:00;S;P
AKY;100;2026-03-23 15:02:25.8638090 +00:00;S;P
0O;100;2026-03-23 15:02:25.8638090 +00:00;S;P
AU;85;2026-03-23 15:02:25.8638090 +00:00;S;P
PX;100;2026-03-23 15:02:25.8638090 +00:00;S;P
IB;100;2026-03-23 15:02:25.8638090 +00:00;S;P
PB;83;2026-03-23 15:02:25.8638090 +00:00;S;P
AVS;100;2026-03-23 15:02:25.8638090 +00:00;S;P
AVZ;100;2026-03-23 15:02:25.8638090 +00:00;S;P
SN;100;2026-03-23 15:02:25.8638090 +00:00;S;P
9M;100;2026-03-23 15:02:25.8638090 +00:00;S;P
sg;100;2026-03-23 15:02:25.8638090 +00:00;S;P
9D;100;2026-03-23 15:02:25.8638090 +00:00;S;P
IV;100;2026-03-23 15:02:25.8638090 +00:00;S;P
LV;100;2026-03-23 15:02:25.8638090 +00:00;S;P
OW;99;2026-03-23 15:02:25.8638090 +00:00;S;P
IU;100;2026-03-23 15:02:25.8638090 +00:00;S;P
VU;100;2026-03-23 15:02:25.8638090 +00:00;S;P
BH;100;2026-03-23 15:02:25.8638090 +00:00;S;P
k2;100;2026-03-23 15:02:25.8638090 +00:00;S;P
AHL;100;2026-03-23 15:02:25.8638090 +00:00;S;P
KC;100;2026-03-23 15:02:25.8638090 +00:00;S;P
KW;100;2026-03-23 15:02:25.8638090 +00:00;S;P
ALK;100;2026-03-23 15:02:25.8638090 +00:00;S;P
AOG;100;2026-03-23 15:02:25.8638090 +00:00;S;P
AZB;100;2026-03-23 15:02:25.8638090 +00:00;S;P
C7;100;2026-03-23 15:02:25.8638090 +00:00;S;P
TW;100;2026-03-23 15:02:25.8638090 +00:00;S;P
CI;100;2026-03-23 15:02:25.8638090 +00:00;S;P
5N;97;2026-03-23 15:02:25.8638090 +00:00;S;P
FG;98;2026-03-23 15:02:25.8638090 +00:00;S;P
MR;96;2026-03-23 15:02:25.8638090 +00:00;S;P
3F;100;2026-03-23 15:02:25.8638090 +00:00;S;P
40;100;2026-03-23 15:02:25.8638090 +00:00;S;P
QG;100;2026-03-23 15:02:25.8638090 +00:00;S;P
8R;88;2026-03-23 15:02:25.8638090 +00:00;S;P
AFJ;100;2026-03-23 15:02:25.8638090 +00:00;S;P
BCL;94;2026-03-23 15:02:25.8638090 +00:00;S;P
F5;85;2026-03-23 15:02:25.8638090 +00:00;S;P
EH;100;2026-03-23 15:02:25.8638090 +00:00;S;P
ER;100;2026-03-23 15:02:25.8638090 +00:00;S;P
5I;93;2026-03-23 15:02:25.8638090 +00:00;S;P
LO;100;2026-03-23 15:02:25.8638090 +00:00;S;P
SV;100;2026-03-23 15:02:25.8638090 +00:00;S;P
28;100;2026-03-23 15:02:25.8638090 +00:00;S;P
2R;0;2026-03-23 15:02:25.8638090 +00:00;S;P
2S;25;2026-03-23 15:02:25.8638090 +00:00;S;P
2T;97;2026-03-23 15:02:25.8638090 +00:00;S;P
57;70;2026-03-23 15:02:25.8638090 +00:00;S;P
6S;100;2026-03-23 15:02:25.8638090 +00:00;S;P
6T;100;2026-03-23 15:02:25.8638090 +00:00;S;P
7H;30;2026-03-23 15:02:25.8638090 +00:00;S;P
91;100;2026-03-23 15:02:25.8638090 +00:00;S;P
FC;71;2026-03-23 15:02:25.8648310 +00:00;S;P
JQ;98;2026-03-23 15:02:25.8648310 +00:00;S;P
KE;50;2026-03-23 15:02:25.8648310 +00:00;S;P
PC;12;2026-03-23 15:02:25.8648310 +00:00;S;P
PG;95;2026-03-23 15:02:25.8648310 +00:00;S;P
PN;100;2026-03-23 15:02:25.8648310 +00:00;S;P
PR;100;2026-03-23 15:02:25.8648310 +00:00;S;P
PW;100;2026-03-23 15:02:25.8648310 +00:00;S;P
T7;66;2026-03-23 15:02:25.9270190 +00:00;S;P
Z3;96;2026-03-23 15:02:25.9270190 +00:00;S;P
HA;0;2026-03-23 15:02:25.9270190 +00:00;S;M
JB;0;2026-03-23 15:02:25.9270190 +00:00;S;M
UR;0;2026-03-23 15:02:25.9270190 +00:00;S;M
7Q;17;2026-03-23 15:02:25.9270190 +00:00;S;M
AWZ;41;2026-03-23 15:02:25.9270190 +00:00;S;M
AXA;48;2026-03-23 15:02:25.9270190 +00:00;S;M
AXB;52;2026-03-23 15:02:25.9270190 +00:00;S;M
DA;0;2026-03-23 15:02:25.9270190 +00:00;S;M
E1;0;2026-03-23 15:02:25.9270190 +00:00;S;M
E2;0;2026-03-23 15:02:25.9270190 +00:00;S;M
E6;0;2026-03-23 15:02:25.9270190 +00:00;S;M
MG;0;2026-03-23 15:02:25.9270190 +00:00;S;M
PL;0;2026-03-23 15:02:25.9270190 +00:00;S;M
S5;41;2026-03-23 15:02:25.9270190 +00:00;S;M
V3;66;2026-03-23 15:02:25.9270190 +00:00;S;M
ZB;0;2026-03-23 15:02:25.9270190 +00:00;S;M
AXX;0;2026-03-23 15:02:25.9270190 +00:00;S;M
BMQ;13;2026-03-23 15:02:25.9270190 +00:00;S;M
XB;12;2026-03-23 15:02:25.9270190 +00:00;S;M
KY;100;2026-03-23 15:02:25.9270190 +00:00;S;M
ZG;100;2026-03-23 15:02:25.9270190 +00:00;S;M
0Q;38;2026-03-23 15:02:25.9270190 +00:00;S;M
0T;100;2026-03-23 15:02:25.9270190 +00:00;S;M
OD;100;2026-03-23 15:02:25.9270190 +00:00;S;M
CU;66;2026-03-23 15:02:25.9270190 +00:00;S;M
3X;30;2026-03-23 15:02:25.9587440 +00:00;F;P
R8;0;2026-03-23 15:02:25.9587440 +00:00;F;P
RM;29;2026-03-23 15:02:25.9587440 +00:00;F;P
F4;0;2026-03-23 15:02:25.9587440 +00:00;F;P
V2;0;2026-03-23 15:02:25.9587440 +00:00;F;P
0P;24;2026-03-23 15:02:25.9587440 +00:00;F;P
N7;100;2026-03-23 15:02:25.9587440 +00:00;F;P
EM;66;2026-03-23 15:02:25.9587440 +00:00;F;P
I7;16;2026-03-23 15:02:25.9587440 +00:00;F;P
22;29;2026-03-23 15:02:25.9587440 +00:00;F;P
AF;0;2026-03-23 15:02:25.9587440 +00:00;F;P
SP;60;2026-03-23 15:02:25.9587440 +00:00;F;P
UH;12;2026-03-23 15:02:25.9587440 +00:00;F;P
KW;47;2026-03-23 15:02:25.9587440 +00:00;F;P
TY;0;2026-03-23 15:02:25.9587440 +00:00;F;P
NE;22;2026-03-23 15:02:25.9587440 +00:00;F;P
GM;19;2026-03-23 15:02:25.9587440 +00:00;F;P
VO;32;2026-03-23 15:02:25.9587440 +00:00;F;P
BR;28;2026-03-23 15:02:25.9587440 +00:00;F;P
5F;0;2026-03-23 15:02:25.9587440 +00:00;F;P
RF;100;2026-03-23 15:02:25.9587440 +00:00;F;P
SB;50;2026-03-23 15:02:25.9587440 +00:00;F;P
K7;36;2026-03-23 15:02:25.9587440 +00:00;F;P
OU;0;2026-03-23 15:02:25.9587440 +00:00;F;M
F7;0;2026-03-23 15:02:25.9587440 +00:00;F;M
68;0;2026-03-23 15:02:25.9587440 +00:00;F;M
7H;0;2026-03-23 15:02:25.9587440 +00:00;F;M
45;2;2026-03-23 15:02:25.9587440 +00:00;S;P
5G;0;2026-03-23 15:02:25.9587440 +00:00;S;P
5N;0;2026-03-23 15:02:25.9587440 +00:00;S;P
60;0;2026-03-23 15:02:25.9587440 +00:00;S;P
AO;0;2026-03-23 15:02:25.9587440 +00:00;S;P
BE;0;2026-03-23 15:02:25.9587440 +00:00;S;P
BO;1;2026-03-23 15:02:25.9587440 +00:00;S;P
C1;0;2026-03-23 15:02:25.9587440 +00:00;S;P
CW;0;2026-03-23 15:02:25.9587440 +00:00;S;P
DL;1;2026-03-23 15:02:25.9587440 +00:00;S;P
DN;0;2026-03-23 15:02:25.9587440 +00:00;S;P
DQ;0;2026-03-23 15:02:25.9587440 +00:00;S;P
EC;5;2026-03-23 15:02:25.9587440 +00:00;S;P
EN;0;2026-03-23 15:02:25.9587440 +00:00;S;P
GP;3;2026-03-23 15:02:25.9587440 +00:00;S;P
HN;2;2026-03-23 15:02:25.9587440 +00:00;S;P
HR;0;2026-03-23 15:02:25.9587440 +00:00;S;P
JT;2;2026-03-23 15:02:25.9587440 +00:00;S;P
K5;0;2026-03-23 15:02:25.9587440 +00:00;S;P
KC;0;2026-03-23 15:02:25.9587440 +00:00;S;P
KZ;0;2026-03-23 15:02:25.9587440 +00:00;S;P
ML;0;2026-03-23 15:02:25.9587440 +00:00;S;P
N2;0;2026-03-23 15:02:25.9587440 +00:00;S;P
NP;0;2026-03-23 15:02:25.9587440 +00:00;S;P
PK;4;2026-03-23 15:02:25.9587440 +00:00;S;P
RQ;0;2026-03-23 15:02:25.9587440 +00:00;S;P
RU;0;2026-03-23 15:02:25.9587440 +00:00;S;P
RZ;3;2026-03-23 15:02:25.9587440 +00:00;S;P
UM;3;2026-03-23 15:02:25.9587440 +00:00;S;P
WP;1;2026-03-23 15:02:25.9587440 +00:00;S;P
B7;0;2026-03-23 15:02:25.9587440 +00:00;S;P
E4;0;2026-03-23 15:02:25.9587440 +00:00;S;P
G7;0;2026-03-23 15:02:25.9587440 +00:00;S;P
GY;0;2026-03-23 15:02:25.9587440 +00:00;S;P
LS;50;2026-03-23 15:02:25.9587440 +00:00;S;P
PY;21;2026-03-23 15:02:25.9587440 +00:00;S;P
FN;13;2026-03-23 15:02:25.9587440 +00:00;S;P
4L;0;2026-03-23 15:02:25.9587440 +00:00;S;P
BS;0;2026-03-23 15:02:25.9587440 +00:00;S;P
PN;0;2026-03-23 15:02:25.9587440 +00:00;S;P
S1;18;2026-03-23 15:02:25.9587440 +00:00;S;P
YJ;0;2026-03-23 15:02:25.9587440 +00:00;S;P
24;0;2026-03-23 15:02:25.9587440 +00:00;S;P
JO;0;2026-03-23 15:02:25.9587440 +00:00;S;P
NF;0;2026-03-23 15:02:25.9587440 +00:00;S;P
NM;0;2026-03-23 15:02:25.9587440 +00:00;S;P
QX;3;2026-03-23 15:02:25.9587440 +00:00;S;P
UN;0;2026-03-23 15:02:25.9587440 +00:00;S;P
ZY;0;2026-03-23 15:02:25.9587440 +00:00;S;P
0;0;2026-03-23 15:02:25.9587440 +00:00;S;P
RS;0;2026-03-23 15:02:25.9587440 +00:00;S;P
VL;1;2026-03-23 15:02:25.9587440 +00:00;S;P
ZU;0;2026-03-23 15:02:25.9587440 +00:00;S;P
11;0;2026-03-23 15:02:25.9587440 +00:00;S;P
6D;0;2026-03-23 15:02:25.9587440 +00:00;S;P
EB;0;2026-03-23 15:02:25.9587440 +00:00;S;P
HK;0;2026-03-23 15:02:25.9587440 +00:00;S;P
3W;0;2026-03-23 15:02:25.9587440 +00:00;S;P
5W;2;2026-03-23 15:02:25.9587440 +00:00;S;P
B5;0;2026-03-23 15:02:25.9587440 +00:00;S;P
EL;0;2026-03-23 15:02:25.9587440 +00:00;S;P
PL;1;2026-03-23 15:02:25.9587440 +00:00;S;P
PS;14;2026-03-23 15:02:25.9587440 +00:00;S;P
UA;0;2026-03-23 15:02:25.9587440 +00:00;S;P
W9;0;2026-03-23 15:02:25.9587440 +00:00;S;P
YK;0;2026-03-23 15:02:25.9587440 +00:00;S;P
2T;0;2026-03-23 15:02:25.9587440 +00:00;S;P
A2;0;2026-03-23 15:02:25.9587440 +00:00;S;P
EI;0;2026-03-23 15:02:25.9587440 +00:00;S;P
KE;0;2026-03-23 15:02:25.9587440 +00:00;S;P
KY;0;2026-03-23 15:02:25.9587440 +00:00;S;P
PC;0;2026-03-23 15:02:25.9587440 +00:00;S;P
5X;0;2026-03-23 15:02:25.9587440 +00:00;S;P
CN;3;2026-03-23 15:02:25.9587440 +00:00;S;P
GK;0;2026-03-23 15:02:25.9587440 +00:00;S;P
JC;0;2026-03-23 15:02:25.9587440 +00:00;S;P
JL;0;2026-03-23 15:02:25.9587440 +00:00;S;P
JY;0;2026-03-23 15:02:25.9587440 +00:00;S;P
TI;11;2026-03-23 15:02:25.9587440 +00:00;S;P
YF;0;2026-03-23 15:02:25.9587440 +00:00;S;P
YI;0;2026-03-23 15:02:25.9587440 +00:00;S;P
YL;0;2026-03-23 15:02:25.9587440 +00:00;S;P
ECZ;100;2026-03-23 15:02:25.9587440 +00:00;S;P
RG;0;2026-03-23 15:02:25.9587440 +00:00;S;P
ZH;25;2026-03-23 15:02:25.9587440 +00:00;S;P
5Z;0;2026-03-23 15:02:25.9587440 +00:00;S;P
JB;0;2026-03-23 15:02:25.9587440 +00:00;S;P
SO;0;2026-03-23 15:02:25.9587440 +00:00;S;P
YU;0;2026-03-23 15:02:25.9587440 +00:00;S;P
IM;0;2026-03-23 15:02:25.9587440 +00:00;S;P
KK;0;2026-03-23 15:02:25.9587440 +00:00;S;P
BL;0;2026-03-23 15:02:25.9587440 +00:00;S;M
IL;0;2026-03-23 15:02:25.9587440 +00:00;S;M
RR;0;2026-03-23 15:02:25.9587440 +00:00;S;M
SA;0;2026-03-23 15:02:25.9587440 +00:00;S;M
ED;0;2026-03-23 15:02:25.9587440 +00:00;S;M
5D;0;2026-03-23 15:02:25.9587440 +00:00;S;M
4B;0;2026-03-23 15:02:25.9587440 +00:00;S;M
EZ;0;2026-03-23 15:02:25.9587440 +00:00;S;M
MU;0;2026-03-23 15:02:25.9587440 +00:00;S;M
10;0;2026-03-23 15:02:25.9587440 +00:00;S;M
KR;0;2026-03-23 15:02:26.0455220 +00:00;S;M
5Y;0;2026-03-23 15:02:26.0455220 +00:00;S;M
81;0;2026-03-23 15:02:26.0455220 +00:00;S;M
1H;0;2026-03-23 15:02:26.0455220 +00:00;S;M
SY;0;2026-03-23 15:02:26.0455220 +00:00;S;M
AAL;96;2026-03-23 15:25:27.2226200 +00:00;F;P
AEH;94;2026-03-23 15:25:27.2226200 +00:00;F;P
AIO;100;2026-03-23 15:25:27.2226200 +00:00;F;P
6C;100;2026-03-23 15:25:27.2226200 +00:00;F;P
EZ;100;2026-03-23 15:25:27.2226200 +00:00;F;P
VS;100;2026-03-23 15:25:27.2226200 +00:00;F;P
AEX;100;2026-03-23 15:25:27.2226200 +00:00;F;P
0N;91;2026-03-23 15:25:27.2226200 +00:00;F;P
6E;100;2026-03-23 15:25:27.2226200 +00:00;F;P
EY;100;2026-03-23 15:25:27.2226200 +00:00;F;P
MEV;100;2026-03-23 15:25:27.2226200 +00:00;F;P
MEF;100;2026-03-23 15:25:27.2226200 +00:00;F;P
0;100;2026-03-23 15:25:27.2226200 +00:00;F;P
7E;95;2026-03-23 15:25:27.2226200 +00:00;F;P
MFC;100;2026-03-23 15:25:27.2226200 +00:00;F;P
EU;100;2026-03-23 15:25:27.2226200 +00:00;F;P
0V;100;2026-03-23 15:25:27.2226200 +00:00;F;P
7V;100;2026-03-23 15:25:27.2226200 +00:00;F;P
7V7;100;2026-03-23 15:25:27.2226200 +00:00;F;P
SK;96;2026-03-23 15:25:27.2226200 +00:00;F;P
JN;96;2026-03-23 15:25:27.2226200 +00:00;F;P
MGA;100;2026-03-23 15:25:27.2226200 +00:00;F;P
AHQ;100;2026-03-23 15:25:27.2226200 +00:00;F;P
ANT;97;2026-03-23 15:25:27.2226200 +00:00;F;P
MCR;92;2026-03-23 15:25:27.2226200 +00:00;F;P
7F;100;2026-03-23 15:25:27.2226200 +00:00;F;P
MQZ;97;2026-03-23 15:25:27.2226200 +00:00;F;P
MH;100;2026-03-23 15:25:27.2226200 +00:00;F;P
MN;100;2026-03-23 15:25:27.2226200 +00:00;F;P
Z6;100;2026-03-23 15:25:27.2226200 +00:00;F;P
J5;100;2026-03-23 15:25:27.2226200 +00:00;F;P
MHD;92;2026-03-23 15:25:27.2226200 +00:00;F;P
3H;100;2026-03-23 15:25:27.2226200 +00:00;F;P
MAL;100;2026-03-23 15:25:27.2226200 +00:00;F;P
0E;90;2026-03-23 15:25:27.2226200 +00:00;F;P
N7;94;2026-03-23 15:25:27.2226200 +00:00;F;P
W8;100;2026-03-23 15:25:27.2226200 +00:00;F;P
YU;100;2026-03-23 15:25:27.2226200 +00:00;F;P
L4;86;2026-03-23 15:25:27.2226200 +00:00;F;P
ACH;91;2026-03-23 15:25:27.2226200 +00:00;F;P
V9;100;2026-03-23 15:25:27.2226200 +00:00;F;P
XY;100;2026-03-23 15:25:27.2226200 +00:00;F;P
7M;87;2026-03-23 15:25:27.2226200 +00:00;F;P
WV;100;2026-03-23 15:25:27.2226200 +00:00;F;P
Q9;100;2026-03-23 15:25:27.2226200 +00:00;F;P
I9;100;2026-03-23 15:25:27.2226200 +00:00;F;P
EI;100;2026-03-23 15:25:27.2226200 +00:00;F;P
AKD;95;2026-03-23 15:25:27.2226200 +00:00;F;P
K6;88;2026-03-23 15:25:27.2226200 +00:00;F;P
AUY;100;2026-03-23 15:25:27.2226200 +00:00;F;P
MAZ;91;2026-03-23 15:25:27.2226200 +00:00;F;P
7X;95;2026-03-23 15:25:27.2226200 +00:00;F;P
1B;100;2026-03-23 15:25:27.2226200 +00:00;F;P
HK;100;2026-03-23 15:25:27.2226200 +00:00;F;P
9D;100;2026-03-23 15:25:27.2226200 +00:00;F;P
DW;100;2026-03-23 15:25:27.2226200 +00:00;F;P
VE;98;2026-03-23 15:25:27.2226200 +00:00;F;P
MBA;92;2026-03-23 15:25:27.2226200 +00:00;F;P
RJ;100;2026-03-23 15:25:27.2226200 +00:00;F;P
3Z;100;2026-03-23 15:25:27.2226200 +00:00;F;P
8V;100;2026-03-23 15:25:27.2226200 +00:00;F;P
ASO;98;2026-03-23 15:25:27.2226200 +00:00;F;P
DV;100;2026-03-23 15:25:27.2226200 +00:00;F;P
MHK;100;2026-03-23 15:25:27.2226200 +00:00;F;P
MHQ;100;2026-03-23 15:25:27.2226200 +00:00;F;P
ACZ;92;2026-03-23 15:25:27.2226200 +00:00;F;P
MAY;92;2026-03-23 15:25:27.2226200 +00:00;F;P
1D;97;2026-03-23 15:25:27.2226200 +00:00;F;P
4J;100;2026-03-23 15:25:27.2226200 +00:00;F;P
UV;100;2026-03-23 15:25:27.2226200 +00:00;F;P
ASP;88;2026-03-23 15:25:27.2226200 +00:00;F;P
S9;100;2026-03-23 15:25:27.2226200 +00:00;F;P
AEK;100;2026-03-23 15:25:27.2226200 +00:00;F;P
AK;100;2026-03-23 15:25:27.2226200 +00:00;F;P
AVW;100;2026-03-23 15:25:27.2226200 +00:00;F;P
RU;100;2026-03-23 15:25:27.2226200 +00:00;F;P
MT;100;2026-03-23 15:25:27.2226200 +00:00;F;P
UC;91;2026-03-23 15:25:27.2226200 +00:00;F;P
D4;100;2026-03-23 15:25:27.2226200 +00:00;F;P
0J;100;2026-03-23 15:25:27.2226200 +00:00;F;P
9C;100;2026-03-23 15:25:27.2226200 +00:00;F;P
4K;100;2026-03-23 15:25:27.2226200 +00:00;F;P
4C;0;2026-03-23 15:25:27.2226200 +00:00;F;M
EJ;0;2026-03-23 15:25:27.2226200 +00:00;F;M
MBP;0;2026-03-23 15:25:27.2226200 +00:00;F;M
SJ;0;2026-03-23 15:25:27.2226200 +00:00;F;M
RL;0;2026-03-23 15:25:27.2226200 +00:00;F;M
OX;0;2026-03-23 15:25:27.2226200 +00:00;F;M
SC;0;2026-03-23 15:25:27.2226200 +00:00;F;M
ADT;0;2026-03-23 15:25:27.2226200 +00:00;F;M
8S;0;2026-03-23 15:25:27.2226200 +00:00;F;M
YA;0;2026-03-23 15:25:27.2226200 +00:00;F;M
G7;0;2026-03-23 15:25:27.2226200 +00:00;F;M
O8;0;2026-03-23 15:25:27.2226200 +00:00;F;M
XA;0;2026-03-23 15:25:27.2226200 +00:00;F;M
3D;0;2026-03-23 15:25:27.2226200 +00:00;F;M
EH;0;2026-03-23 15:25:27.2226200 +00:00;F;M
IB;0;2026-03-23 15:25:27.2226200 +00:00;F;M
F7;0;2026-03-23 15:25:27.2226200 +00:00;F;M
IA;0;2026-03-23 15:25:27.2226200 +00:00;F;M
ADN;0;2026-03-23 15:25:27.2226200 +00:00;F;M
GQ;0;2026-03-23 15:25:27.2226200 +00:00;F;M
PQ;0;2026-03-23 15:25:27.2226200 +00:00;F;M
QR;0;2026-03-23 15:25:27.2226200 +00:00;F;M
S3;100;2026-03-23 15:25:27.2226200 +00:00;F;M
8I;0;2026-03-23 15:25:27.2226200 +00:00;F;M
G1;0;2026-03-23 15:25:27.2226200 +00:00;F;M
N8;0;2026-03-23 15:25:27.2226200 +00:00;F;M
KI;0;2026-03-23 15:25:27.2226200 +00:00;F;M
0U;0;2026-03-23 15:25:27.2226200 +00:00;F;M
XM;0;2026-03-23 15:25:27.2226200 +00:00;F;M
PK;0;2026-03-23 15:25:27.2226200 +00:00;F;M
T3;0;2026-03-23 15:25:27.2226200 +00:00;F;M
HS;83;2026-03-23 15:25:27.2226200 +00:00;S;P
NB;0;2026-03-23 15:25:27.2226200 +00:00;S;P
ADG;61;2026-03-23 15:25:27.2226200 +00:00;S;P
APJ;57;2026-03-23 15:25:27.2226200 +00:00;S;P
DN;89;2026-03-23 15:25:27.2226200 +00:00;S;P
MAG;100;2026-03-23 15:25:27.2226200 +00:00;S;P
MEQ;60;2026-03-23 15:25:27.2226200 +00:00;S;P
ADS;0;2026-03-23 15:25:27.2226200 +00:00;S;P
AHS;0;2026-03-23 15:25:27.2226200 +00:00;S;P
IN;38;2026-03-23 15:25:27.2226200 +00:00;S;P
MDP;100;2026-03-23 15:25:27.2226200 +00:00;S;P
MPB;50;2026-03-23 15:25:27.2226200 +00:00;S;P
WS;100;2026-03-23 15:25:27.2226200 +00:00;S;P
WZ;100;2026-03-23 15:25:27.2226200 +00:00;S;P
ZM;95;2026-03-23 15:25:27.2226200 +00:00;S;P
AGS;17;2026-03-23 15:25:27.3240390 +00:00;S;P
G0;0;2026-03-23 15:25:27.3240390 +00:00;S;P
OZ;2;2026-03-23 15:25:27.3240390 +00:00;S;P
TV;5;2026-03-23 15:25:27.3240390 +00:00;S;P
AKG;96;2026-03-23 15:25:27.3240390 +00:00;S;P
MQ;81;2026-03-23 15:25:27.3240390 +00:00;S;P
QN;87;2026-03-23 15:25:27.3240390 +00:00;S;P
7G;84;2026-03-23 15:25:27.3240390 +00:00;S;P
AEA;100;2026-03-23 15:25:27.3240390 +00:00;S;P
AEP;88;2026-03-23 15:25:27.3240390 +00:00;S;P
AIW;86;2026-03-23 15:25:27.3240390 +00:00;S;P
MBB;40;2026-03-23 15:25:27.3240390 +00:00;S;P
XW;50;2026-03-23 15:25:27.3240390 +00:00;S;P
7L;88;2026-03-23 15:25:27.3240390 +00:00;S;P
L6;85;2026-03-23 15:25:27.3240390 +00:00;S;P
U5;57;2026-03-23 15:25:27.3240390 +00:00;S;P
J0;82;2026-03-23 15:25:27.3240390 +00:00;S;P
AOG;100;2026-03-23 15:25:27.3240390 +00:00;S;P
MAX;100;2026-03-23 15:25:27.3240390 +00:00;S;P
MDY;76;2026-03-23 15:25:27.3240390 +00:00;S;P
OV;100;2026-03-23 15:25:27.3240390 +00:00;S;P
E3;82;2026-03-23 15:25:27.3240390 +00:00;S;P
DIR_AGENCE_1014;0;2026-03-23 15:25:27.3240390 +00:00;S;P
FX;44;2026-03-23 15:25:27.3240390 +00:00;S;P
GX;71;2026-03-23 15:25:27.3240390 +00:00;S;P
AOW;31;2026-03-23 15:25:27.3240390 +00:00;S;P
AOZ;100;2026-03-23 15:25:27.3240390 +00:00;S;P
MDH;82;2026-03-23 15:25:27.3240390 +00:00;S;P
9F;100;2026-03-23 15:25:27.3240390 +00:00;S;P
MGQ;100;2026-03-23 15:25:27.3240390 +00:00;S;P
OE;100;2026-03-23 15:25:27.3240390 +00:00;S;P
8J;83;2026-03-23 15:25:27.3240390 +00:00;S;P
AEN;79;2026-03-23 15:25:27.3240390 +00:00;S;P
C9;90;2026-03-23 15:25:27.3240390 +00:00;S;P
WQ;100;2026-03-23 15:25:27.3240390 +00:00;S;P
F2;33;2026-03-23 15:25:27.3240390 +00:00;S;P
MFG;50;2026-03-23 15:25:27.3240390 +00:00;S;P
DIR_AGENCE_1021;38;2026-03-23 15:25:27.3240390 +00:00;S;P
M6;28;2026-03-23 15:25:27.3240390 +00:00;S;P
MCE;64;2026-03-23 15:25:27.3240390 +00:00;S;P
OU;75;2026-03-23 15:25:27.3240390 +00:00;S;P
5M;0;2026-03-23 15:25:27.3240390 +00:00;S;P
8Q;91;2026-03-23 15:25:27.3240390 +00:00;S;P
AEM;0;2026-03-23 15:25:27.3240390 +00:00;S;P
AUN;0;2026-03-23 15:25:27.3240390 +00:00;S;P
AJB;100;2026-03-23 15:25:27.3240390 +00:00;S;P
5R;100;2026-03-23 15:25:27.3240390 +00:00;S;P
H3;50;2026-03-23 15:25:27.3240390 +00:00;S;P
SQ;66;2026-03-23 15:25:27.3240390 +00:00;S;P
LW;100;2026-03-23 15:25:27.3240390 +00:00;S;P
YC;75;2026-03-23 15:25:27.3240390 +00:00;S;P
DIR_AGENCE_1032;100;2026-03-23 15:25:27.3240390 +00:00;S;P
Y9;100;2026-03-23 15:25:27.3240390 +00:00;S;P
M4;100;2026-03-23 15:25:27.3240390 +00:00;S;P
MDB;0;2026-03-23 15:25:27.3240390 +00:00;S;P
W9;95;2026-03-23 15:25:27.3240390 +00:00;S;P
4Q;88;2026-03-23 15:25:27.3240390 +00:00;S;P
6Y;100;2026-03-23 15:25:27.3240390 +00:00;S;P
T4;4;2026-03-23 15:25:27.3240390 +00:00;S;P
1C;89;2026-03-23 15:25:27.3240390 +00:00;S;P
8V8;100;2026-03-23 15:25:27.3240390 +00:00;S;P
ET;87;2026-03-23 15:25:27.3240390 +00:00;S;P
D3;100;2026-03-23 15:25:27.3240390 +00:00;S;P
1E;21;2026-03-23 15:25:27.3240390 +00:00;S;P
AIF;100;2026-03-23 15:25:27.3240390 +00:00;S;P
FL;0;2026-03-23 15:25:27.3240390 +00:00;S;P
GY;89;2026-03-23 15:25:27.3240390 +00:00;S;P
I1;85;2026-03-23 15:25:27.3240390 +00:00;S;P
1Y;100;2026-03-23 15:25:27.3240390 +00:00;S;P
AT;50;2026-03-23 15:25:27.3240390 +00:00;S;P
1G;100;2026-03-23 15:25:27.3240390 +00:00;S;P
MBR;100;2026-03-23 15:25:27.3240390 +00:00;S;P
MCS;83;2026-03-23 15:25:27.3240390 +00:00;S;P
DIR_AGENCE_10001;100;2026-03-23 15:25:27.3240390 +00:00;S;P
O4;94;2026-03-23 15:25:27.3240390 +00:00;S;P
QX;57;2026-03-23 15:25:27.3240390 +00:00;S;P
CI;100;2026-03-23 15:25:27.3240390 +00:00;S;P
IX;50;2026-03-23 15:25:27.3240390 +00:00;S;P
9V;100;2026-03-23 15:25:27.3240390 +00:00;S;P
OJ;100;2026-03-23 15:25:27.3240390 +00:00;S;P
VM;100;2026-03-23 15:25:27.3240390 +00:00;S;P
