Agents;Taux;Date;flux_stock;pp_pm
KU;90;2026-03-23 15:25:27.7092770 +00:00;S;P
CH;100;2026-03-23 15:25:27.7092770 +00:00;S;P
LV;100;2026-03-23 15:25:27.7092770 +00:00;S;P
TA;100;2026-03-23 15:25:27.7092770 +00:00;S;P
38;100;2026-03-23 15:25:27.7092770 +00:00;S;P
3Q;100;2026-03-23 15:25:27.7092770 +00:00;S;P
RZ;100;2026-03-23 15:25:27.7092770 +00:00;S;P
NU;76;2026-03-23 15:25:27.7092770 +00:00;S;P
GI;100;2026-03-23 15:25:27.7092770 +00:00;S;P
6S;75;2026-03-23 15:25:27.7092770 +00:00;S;P
4T;91;2026-03-23 15:25:27.7092770 +00:00;S;P
BR;100;2026-03-23 15:25:27.7092770 +00:00;S;P
IE;50;2026-03-23 15:25:27.7092770 +00:00;S;P
QU;100;2026-03-23 15:25:27.7102690 +00:00;S;P
BJ;0;2026-03-23 15:25:27.7102690 +00:00;S;P
C4;100;2026-03-23 15:25:27.7102690 +00:00;S;P
BW;66;2026-03-23 15:25:27.7102690 +00:00;S;P
8P;0;2026-03-23 15:25:27.7102690 +00:00;S;P
O6;100;2026-03-23 15:25:27.7102690 +00:00;S;P
71;0;2026-03-23 15:25:27.7102690 +00:00;S;P
LS;100;2026-03-23 15:25:27.7102690 +00:00;S;P
AU;100;2026-03-23 15:25:27.7102690 +00:00;S;P
PM;0;2026-03-23 15:25:27.7102690 +00:00;S;P
DIR_AGENCE_1004;80;2026-03-23 15:25:27.7102690 +00:00;S;P
J2;66;2026-03-23 15:25:27.7102690 +00:00;S;P
SU;50;2026-03-23 15:25:27.7102690 +00:00;S;P
24;0;2026-03-23 15:25:27.7102690 +00:00;S;P
JW;100;2026-03-23 15:25:27.7102690 +00:00;S;P
4P;0;2026-03-23 15:25:27.7102690 +00:00;S;P
5J;100;2026-03-23 15:25:27.7102690 +00:00;S;P
OT;0;2026-03-23 15:25:27.7102690 +00:00;S;P
EX;100;2026-03-23 15:25:27.7102690 +00:00;S;P
JR;0;2026-03-23 15:25:27.7102690 +00:00;S;P
UL;100;2026-03-23 15:25:27.7102690 +00:00;S;P
GS;0;2026-03-23 15:25:27.7102690 +00:00;S;P
PJ;50;2026-03-23 15:25:27.7102690 +00:00;S;P
1J;100;2026-03-23 15:25:27.7102690 +00:00;S;P
FF;100;2026-03-23 15:25:27.7102690 +00:00;S;P
CN;100;2026-03-23 15:25:27.7102690 +00:00;S;P
CA;100;2026-03-23 15:25:27.7102690 +00:00;S;P
AA;0;2026-03-23 15:25:27.7102690 +00:00;S;P
AS;0;2026-03-23 15:25:27.7102690 +00:00;S;P
9I;66;2026-03-23 15:25:27.7102690 +00:00;S;P
1;100;2026-03-23 15:25:27.7102690 +00:00;S;P
BM;100;2026-03-23 15:25:27.7102690 +00:00;S;P
OX;100;2026-03-23 15:25:27.7102690 +00:00;S;P
FR;100;2026-03-23 15:25:27.7102690 +00:00;S;P
QN;0;2026-03-23 15:25:27.7102690 +00:00;S;P
FB;100;2026-03-23 15:25:27.7102690 +00:00;S;P
WJ;100;2026-03-23 15:25:27.7102690 +00:00;S;P
4Q;100;2026-03-23 15:25:27.7102690 +00:00;S;P
VI;0;2026-03-23 15:25:27.7102690 +00:00;S;P
B1;100;2026-03-23 15:25:27.7102690 +00:00;S;P
MR;100;2026-03-23 15:25:27.7102690 +00:00;S;P
XV;100;2026-03-23 15:25:27.7102690 +00:00;S;P
PP;100;2026-03-23 15:25:27.7102690 +00:00;S;P
EF;0;2026-03-23 15:25:27.7102690 +00:00;S;M
ZO;0;2026-03-23 15:25:27.7102690 +00:00;S;M
SM;0;2026-03-23 15:25:27.7102690 +00:00;S;M
4G;0;2026-03-23 15:25:27.7102690 +00:00;S;M
ZN;0;2026-03-23 15:25:27.7102690 +00:00;S;M
Y6;0;2026-03-23 15:25:27.7102690 +00:00;S;M
ZC;0;2026-03-23 15:25:27.7102690 +00:00;S;M
PA;0;2026-03-23 15:25:27.7102690 +00:00;S;M
CL;0;2026-03-23 15:25:27.7102690 +00:00;S;M
8I;0;2026-03-23 15:25:27.7102690 +00:00;S;M
O5;0;2026-03-23 15:25:27.7102690 +00:00;S;M
I3;0;2026-03-23 15:25:27.7102690 +00:00;S;M
99;0;2026-03-23 15:25:27.7102690 +00:00;S;M
7U;85;2026-03-23 15:25:27.7862640 +00:00;F;P
QX;87;2026-03-23 15:25:27.7862640 +00:00;F;P
TSV;72;2026-03-23 15:25:27.7862640 +00:00;F;P
6Q;100;2026-03-23 15:25:27.7862640 +00:00;F;P
HP;100;2026-03-23 15:25:27.7862640 +00:00;F;P
KL;100;2026-03-23 15:25:27.7862640 +00:00;F;P
LA;85;2026-03-23 15:25:27.7862640 +00:00;F;P
WX;100;2026-03-23 15:25:27.7862640 +00:00;F;P
YW;82;2026-03-23 15:25:27.7862640 +00:00;F;P
1T;91;2026-03-23 15:25:27.7872650 +00:00;F;P
5E;100;2026-03-23 15:25:27.7872650 +00:00;F;P
ET;100;2026-03-23 15:25:27.7872650 +00:00;F;P
OAR;81;2026-03-23 15:25:27.7872650 +00:00;F;P
SDM;85;2026-03-23 15:25:27.7872650 +00:00;F;P
SKY;100;2026-03-23 15:25:27.7872650 +00:00;F;P
US;100;2026-03-23 15:25:27.7872650 +00:00;F;P
SYA;84;2026-03-23 15:25:27.7872650 +00:00;F;P
XF;83;2026-03-23 15:25:27.7872650 +00:00;F;P
1P;94;2026-03-23 15:25:27.7872650 +00:00;F;P
SIE;70;2026-03-23 15:25:27.7872650 +00:00;F;P
4Z;100;2026-03-23 15:25:27.7872650 +00:00;F;P
Q0;100;2026-03-23 15:25:27.7872650 +00:00;F;P
MF;100;2026-03-23 15:25:27.7872650 +00:00;F;P
TG;94;2026-03-23 15:25:27.7872650 +00:00;F;P
HO;100;2026-03-23 15:25:27.7872650 +00:00;F;P
GW;90;2026-03-23 15:25:27.7872650 +00:00;F;P
IM;100;2026-03-23 15:25:27.7872650 +00:00;F;P
ZY;100;2026-03-23 15:25:27.7872650 +00:00;F;P
SAM;100;2026-03-23 15:25:27.7872650 +00:00;F;P
SMA;100;2026-03-23 15:25:27.7872650 +00:00;F;P
ZAL;64;2026-03-23 15:25:27.7872650 +00:00;F;P
LR;100;2026-03-23 15:25:27.7872650 +00:00;F;P
ZOM;80;2026-03-23 15:25:27.7872650 +00:00;F;P
AB;96;2026-03-23 15:25:27.7872650 +00:00;F;P
SWO;95;2026-03-23 15:25:27.7872650 +00:00;F;P
TGN;97;2026-03-23 15:25:27.7872650 +00:00;F;P
CGM;100;2026-03-23 15:25:27.7872650 +00:00;F;P
SS;100;2026-03-23 15:25:27.7872650 +00:00;F;P
ZSA;76;2026-03-23 15:25:27.7872650 +00:00;F;P
SOM;100;2026-03-23 15:25:27.7872650 +00:00;F;P
SL;88;2026-03-23 15:25:27.7872650 +00:00;F;P
DIL;100;2026-03-23 15:25:27.7872650 +00:00;F;P
JM;85;2026-03-23 15:25:27.7872650 +00:00;F;P
LD;88;2026-03-23 15:25:27.7872650 +00:00;F;P
LQ;100;2026-03-23 15:25:27.7872650 +00:00;F;P
RF;100;2026-03-23 15:25:27.7872650 +00:00;F;P
THA;50;2026-03-23 15:25:27.7872650 +00:00;F;P
FS;97;2026-03-23 15:25:27.7872650 +00:00;F;P
TC;90;2026-03-23 15:25:27.7872650 +00:00;F;P
SLM;100;2026-03-23 15:25:27.7872650 +00:00;F;P
DCI;100;2026-03-23 15:25:27.7872650 +00:00;F;P
Q5;77;2026-03-23 15:25:27.7872650 +00:00;F;P
UB;100;2026-03-23 15:25:27.7872650 +00:00;F;P
KWA;100;2026-03-23 15:25:27.7872650 +00:00;F;P
TEB;88;2026-03-23 15:25:27.7872650 +00:00;F;P
KW;80;2026-03-23 15:25:27.7872650 +00:00;F;P
NF;83;2026-03-23 15:25:27.7872650 +00:00;F;P
ON;100;2026-03-23 15:25:27.7872650 +00:00;F;P
IW;86;2026-03-23 15:25:27.7872650 +00:00;F;P
MY;100;2026-03-23 15:25:27.7872650 +00:00;F;P
3U;61;2026-03-23 15:25:27.7872650 +00:00;F;P
9I;61;2026-03-23 15:25:27.7872650 +00:00;F;P
TP;100;2026-03-23 15:25:27.7882700 +00:00;F;P
2P;100;2026-03-23 15:25:27.7882700 +00:00;F;P
KAK;100;2026-03-23 15:25:27.7882700 +00:00;F;P
3Z;100;2026-03-23 15:25:27.7882700 +00:00;F;P
9T;100;2026-03-23 15:25:27.7882700 +00:00;F;P
XT;100;2026-03-23 15:25:27.7882700 +00:00;F;P
YR;71;2026-03-23 15:25:27.7882700 +00:00;F;P
CCY;100;2026-03-23 15:25:27.7882700 +00:00;F;P
UR;80;2026-03-23 15:25:27.7882700 +00:00;F;P
WG;100;2026-03-23 15:25:27.7882700 +00:00;F;P
DAT;66;2026-03-23 15:25:27.7882700 +00:00;F;P
JSK;100;2026-03-23 15:25:27.7882700 +00:00;F;P
TAR;93;2026-03-23 15:25:27.7882700 +00:00;F;P
5T;100;2026-03-23 15:25:27.7882700 +00:00;F;P
6W;72;2026-03-23 15:25:27.7882700 +00:00;F;P
RW;100;2026-03-23 15:25:27.7882700 +00:00;F;P
G7;80;2026-03-23 15:25:27.7882700 +00:00;F;P
BOS;100;2026-03-23 15:25:27.7882700 +00:00;F;P
AQ;100;2026-03-23 15:25:27.7882700 +00:00;F;P
WAN;96;2026-03-23 15:25:27.7882700 +00:00;F;P
YAR;90;2026-03-23 15:25:27.7882700 +00:00;F;P
PZR;92;2026-03-23 15:25:27.7882700 +00:00;F;P
IC;85;2026-03-23 15:25:27.7882700 +00:00;F;P
KX;91;2026-03-23 15:25:27.7882700 +00:00;F;P
AW;100;2026-03-23 15:25:27.7882700 +00:00;F;M
BA;100;2026-03-23 15:25:27.7882700 +00:00;F;M
JT;100;2026-03-23 15:25:27.7882700 +00:00;F;M
K2;100;2026-03-23 15:25:27.7882700 +00:00;F;M
NG;100;2026-03-23 15:25:27.7882700 +00:00;F;M
BI;100;2026-03-23 15:25:27.7882700 +00:00;F;M
EV;100;2026-03-23 15:25:27.7882700 +00:00;F;M
ZML;100;2026-03-23 15:25:27.7882700 +00:00;F;M
BE;100;2026-03-23 15:25:27.7882700 +00:00;F;M
GZ;75;2026-03-23 15:25:27.7882700 +00:00;F;M
KV;33;2026-03-23 15:25:27.7882700 +00:00;F;M
JG;100;2026-03-23 15:25:27.7882700 +00:00;F;M
9Q;100;2026-03-23 15:25:27.7882700 +00:00;F;M
J8;80;2026-03-23 15:25:27.7882700 +00:00;F;M
SA;100;2026-03-23 15:25:27.7882700 +00:00;F;M
CI;100;2026-03-23 15:25:27.7882700 +00:00;F;M
PV;100;2026-03-23 15:25:27.7882700 +00:00;F;M
SP;100;2026-03-23 15:25:27.7882700 +00:00;F;M
RG;50;2026-03-23 15:25:27.7882700 +00:00;F;M
UE;100;2026-03-23 15:25:27.7882700 +00:00;F;M
XB;100;2026-03-23 15:25:27.7882700 +00:00;F;M
5I;100;2026-03-23 15:25:27.7882700 +00:00;F;M
RH;100;2026-03-23 15:25:27.7882700 +00:00;F;M
GY;100;2026-03-23 15:25:27.7882700 +00:00;F;M
B6;100;2026-03-23 15:25:27.7882700 +00:00;F;M
YH;100;2026-03-23 15:25:27.7882700 +00:00;F;M
A9;67;2026-03-23 15:25:27.7882700 +00:00;S;P
CD;100;2026-03-23 15:25:27.7882700 +00:00;S;P
CW;83;2026-03-23 15:25:27.7882700 +00:00;S;P
FQ;0;2026-03-23 15:25:27.7882700 +00:00;S;P
GF;84;2026-03-23 15:25:27.7882700 +00:00;S;P
HE;0;2026-03-23 15:25:27.7882700 +00:00;S;P
JB;0;2026-03-23 15:25:27.7882700 +00:00;S;P
TU;68;2026-03-23 15:25:27.7882700 +00:00;S;P
WQ;77;2026-03-23 15:25:27.7882700 +00:00;S;P
XX;2;2026-03-23 15:25:27.7882700 +00:00;S;P
YD;96;2026-03-23 15:25:27.7882700 +00:00;S;P
8T;85;2026-03-23 15:25:27.7882700 +00:00;S;P
AA;0;2026-03-23 15:25:27.7882700 +00:00;S;P
B7;94;2026-03-23 15:25:27.7892650 +00:00;S;P
BL;79;2026-03-23 15:25:27.7892650 +00:00;S;P
BV;25;2026-03-23 15:25:27.7892650 +00:00;S;P
C0;59;2026-03-23 15:25:27.8685080 +00:00;S;P
CO;90;2026-03-23 15:25:27.8685080 +00:00;S;P
DAD;25;2026-03-23 15:25:27.8685080 +00:00;S;P
DC;86;2026-03-23 15:25:27.8685080 +00:00;S;P
DF;0;2026-03-23 15:25:27.8685080 +00:00;S;P
GN;100;2026-03-23 15:25:27.8685080 +00:00;S;P
HD;0;2026-03-23 15:25:27.8685080 +00:00;S;P
IJ;86;2026-03-23 15:25:27.8685080 +00:00;S;P
IL;87;2026-03-23 15:25:27.8685080 +00:00;S;P
JJ;42;2026-03-23 15:25:27.8685080 +00:00;S;P
JL;25;2026-03-23 15:25:27.8685080 +00:00;S;P
JZ;33;2026-03-23 15:25:27.8685080 +00:00;S;P
KB;82;2026-03-23 15:25:27.8685080 +00:00;S;P
KG;87;2026-03-23 15:25:27.8685080 +00:00;S;P
KJO;93;2026-03-23 15:25:27.8685080 +00:00;S;P
KT;32;2026-03-23 15:25:27.8685080 +00:00;S;P
LV;83;2026-03-23 15:25:27.8685080 +00:00;S;P
MJ;77;2026-03-23 15:25:27.8685080 +00:00;S;P
MM;75;2026-03-23 15:25:27.8685080 +00:00;S;P
OAK;87;2026-03-23 15:25:27.8685080 +00:00;S;P
PEA;92;2026-03-23 15:25:27.8685080 +00:00;S;P
PW;92;2026-03-23 15:25:27.8685080 +00:00;S;P
RZ;92;2026-03-23 15:25:27.8685080 +00:00;S;P
SH;0;2026-03-23 15:25:27.8685080 +00:00;S;P
SMO;83;2026-03-23 15:25:27.8685080 +00:00;S;P
TKM;100;2026-03-23 15:25:27.8685080 +00:00;S;P
TT;80;2026-03-23 15:25:27.8685080 +00:00;S;P
XG;100;2026-03-23 15:25:27.8685080 +00:00;S;P
ZJA;100;2026-03-23 15:25:27.8685080 +00:00;S;P
ZWM;100;2026-03-23 15:25:27.8685080 +00:00;S;P
DIR_AGENCE_1001;0;2026-03-23 15:25:27.8685080 +00:00;S;P
JO;50;2026-03-23 15:25:27.8685080 +00:00;S;P
8B;92;2026-03-23 15:25:27.8685080 +00:00;S;P
9R;81;2026-03-23 15:25:27.8685080 +00:00;S;P
AH;50;2026-03-23 15:25:27.8685080 +00:00;S;P
B4;70;2026-03-23 15:25:27.8685080 +00:00;S;P
BM;87;2026-03-23 15:25:27.8685080 +00:00;S;P
BP;100;2026-03-23 15:25:27.8685080 +00:00;S;P
DD;90;2026-03-23 15:25:27.8685080 +00:00;S;P
DE;100;2026-03-23 15:25:27.8685080 +00:00;S;P
DYH;92;2026-03-23 15:25:27.8685080 +00:00;S;P
I6;97;2026-03-23 15:25:27.8685080 +00:00;S;P
J4;66;2026-03-23 15:25:27.8695230 +00:00;S;P
JF;100;2026-03-23 15:25:27.8695230 +00:00;S;P
JJ2;100;2026-03-23 15:25:27.8695230 +00:00;S;P
LE;88;2026-03-23 15:25:27.8695230 +00:00;S;P
OV;92;2026-03-23 15:25:27.8695230 +00:00;S;P
PP;100;2026-03-23 15:25:27.8695230 +00:00;S;P
Q6;100;2026-03-23 15:25:27.8695230 +00:00;S;P
QT;74;2026-03-23 15:25:27.8695230 +00:00;S;P
QY;75;2026-03-23 15:25:27.8695230 +00:00;S;P
TNO;76;2026-03-23 15:25:27.8695230 +00:00;S;P
ZW;100;2026-03-23 15:25:27.8695230 +00:00;S;P
DIR_AGENCE_1003;33;2026-03-23 15:25:27.8695230 +00:00;S;P
A1;100;2026-03-23 15:25:27.8695230 +00:00;S;P
BF;100;2026-03-23 15:25:27.8695230 +00:00;S;P
BH;41;2026-03-23 15:25:27.8695230 +00:00;S;P
NN;100;2026-03-23 15:25:27.8695230 +00:00;S;P
PA;100;2026-03-23 15:25:27.8695230 +00:00;S;P
WC;77;2026-03-23 15:25:27.8695230 +00:00;S;P
WY;100;2026-03-23 15:25:27.8695230 +00:00;S;P
BAW;100;2026-03-23 15:25:27.8695230 +00:00;S;P
RP;100;2026-03-23 15:25:27.8695230 +00:00;S;P
WO;50;2026-03-23 15:25:27.8695230 +00:00;S;P
ZI;0;2026-03-23 15:25:27.8695230 +00:00;S;P
5A;100;2026-03-23 15:25:27.8695230 +00:00;S;P
5F;50;2026-03-23 15:25:27.8695230 +00:00;S;P
8X;100;2026-03-23 15:25:27.8695230 +00:00;S;P
ASS;100;2026-03-23 15:25:27.8695230 +00:00;S;P
EJ;80;2026-03-23 15:25:27.8695230 +00:00;S;P
J9;85;2026-03-23 15:25:27.8695230 +00:00;S;P
KP;100;2026-03-23 15:25:27.8695230 +00:00;S;P
M6;100;2026-03-23 15:25:27.8695230 +00:00;S;P
MG;100;2026-03-23 15:25:27.8695230 +00:00;S;P
ML;83;2026-03-23 15:25:27.8695230 +00:00;S;P
OQ;80;2026-03-23 15:25:27.8695230 +00:00;S;P
RQ;100;2026-03-23 15:25:27.8695230 +00:00;S;P
SAS;100;2026-03-23 15:25:27.8695230 +00:00;S;P
TF;100;2026-03-23 15:25:27.8695230 +00:00;S;P
TME;73;2026-03-23 15:25:27.8695230 +00:00;S;P
AO;94;2026-03-23 15:25:27.8695230 +00:00;S;P
BAC;80;2026-03-23 15:25:27.8695230 +00:00;S;P
BEN;100;2026-03-23 15:25:27.8695230 +00:00;S;P
CM;75;2026-03-23 15:25:27.8695230 +00:00;S;P
DI;50;2026-03-23 15:25:27.8695230 +00:00;S;P
JH;28;2026-03-23 15:25:27.8695230 +00:00;S;P
OJ;85;2026-03-23 15:25:27.8695230 +00:00;S;P
T8;87;2026-03-23 15:25:27.8695230 +00:00;S;P
TOD;64;2026-03-23 15:25:27.8695230 +00:00;S;P
YU;78;2026-03-23 15:25:27.8695230 +00:00;S;P
E2;100;2026-03-23 15:25:27.8695230 +00:00;S;P
EK;80;2026-03-23 15:25:27.8695230 +00:00;S;P
KE;100;2026-03-23 15:25:27.8695230 +00:00;S;P
LM;71;2026-03-23 15:25:27.8695230 +00:00;S;P
ZE;100;2026-03-23 15:25:27.8695230 +00:00;S;P
1B;100;2026-03-23 15:25:27.8695230 +00:00;S;P
1P1;100;2026-03-23 15:25:27.8695230 +00:00;S;P
BJ;100;2026-03-23 15:25:27.8695230 +00:00;S;P
HAW;50;2026-03-23 15:25:27.8695230 +00:00;S;P
NIK;79;2026-03-23 15:25:27.8695230 +00:00;S;P
PK;76;2026-03-23 15:25:27.8695230 +00:00;S;P
XU;100;2026-03-23 15:25:27.8695230 +00:00;S;P
E1;83;2026-03-23 15:25:27.8695230 +00:00;S;P
GL;100;2026-03-23 15:25:27.8695230 +00:00;S;P
HR;50;2026-03-23 15:25:27.8695230 +00:00;S;P
UC;100;2026-03-23 15:25:27.8695230 +00:00;S;P
X7;100;2026-03-23 15:25:27.8695230 +00:00;S;P
0L;100;2026-03-23 15:25:27.8695230 +00:00;S;P
BD;100;2026-03-23 15:25:27.8695230 +00:00;S;P
HY;100;2026-03-23 15:25:27.8695230 +00:00;S;P
ORA;89;2026-03-23 15:25:27.8695230 +00:00;S;P
PX;75;2026-03-23 15:25:27.8695230 +00:00;S;P
RI;91;2026-03-23 15:25:27.8695230 +00:00;S;P
A5;100;2026-03-23 15:25:27.8695230 +00:00;S;P
9O;0;2026-03-23 15:25:27.8695230 +00:00;S;P
LK;33;2026-03-23 15:25:27.8695230 +00:00;S;P
OH;50;2026-03-23 15:25:27.8695230 +00:00;S;P
TS;100;2026-03-23 15:25:27.8695230 +00:00;S;P
AU;33;2026-03-23 15:25:27.8695230 +00:00;S;P
FC;0;2026-03-23 15:25:27.8695230 +00:00;S;P
GC;0;2026-03-23 15:25:27.8695230 +00:00;S;P
GR;0;2026-03-23 15:25:27.8695230 +00:00;S;P
NC;100;2026-03-23 15:25:27.8695230 +00:00;S;P
WS;0;2026-03-23 15:25:27.8695230 +00:00;S;P
3C;100;2026-03-23 15:25:27.8695230 +00:00;S;P
C3;95;2026-03-23 15:25:27.8695230 +00:00;S;P
II;90;2026-03-23 15:25:27.8695230 +00:00;S;P
ND;100;2026-03-23 15:25:27.8695230 +00:00;S;P
PJ;100;2026-03-23 15:25:27.9324600 +00:00;S;P
WZ;100;2026-03-23 15:25:27.9324600 +00:00;S;P
ZB;68;2026-03-23 15:25:27.9324600 +00:00;S;P
ZS;100;2026-03-23 15:25:27.9324600 +00:00;S;P
ZU;100;2026-03-23 15:25:27.9324600 +00:00;S;P
6L;100;2026-03-23 15:25:27.9324600 +00:00;S;P
MO;90;2026-03-23 15:25:27.9324600 +00:00;S;P
8Z;100;2026-03-23 15:25:27.9324600 +00:00;S;P
ER;83;2026-03-23 15:25:27.9324600 +00:00;S;P
MA;80;2026-03-23 15:25:27.9324600 +00:00;S;P
NDO;85;2026-03-23 15:25:27.9324600 +00:00;S;P
YAN;100;2026-03-23 15:25:27.9324600 +00:00;S;P
ZH;54;2026-03-23 15:25:27.9324600 +00:00;S;P
GG;98;2026-03-23 15:25:27.9324600 +00:00;S;P
OW;100;2026-03-23 15:25:27.9324600 +00:00;S;P
IU;100;2026-03-23 15:25:27.9324600 +00:00;S;P
KIA;87;2026-03-23 15:25:27.9324600 +00:00;S;P
KIR;90;2026-03-23 15:25:27.9324600 +00:00;S;P
WW;75;2026-03-23 15:25:27.9324600 +00:00;S;P
KAA;100;2026-03-23 15:25:27.9324600 +00:00;S;P
LO;85;2026-03-23 15:25:27.9324600 +00:00;S;P
WL;100;2026-03-23 15:25:27.9324600 +00:00;S;P
BKA;100;2026-03-23 15:25:27.9324600 +00:00;S;P
DOM;100;2026-03-23 15:25:27.9324600 +00:00;S;P
GS;100;2026-03-23 15:25:27.9324600 +00:00;S;P
BB;100;2026-03-23 15:25:27.9324600 +00:00;S;P
DAK;100;2026-03-23 15:25:27.9324600 +00:00;S;P
DSY;100;2026-03-23 15:25:27.9324600 +00:00;S;P
EO;100;2026-03-23 15:25:27.9324600 +00:00;S;P
KA;100;2026-03-23 15:25:27.9324600 +00:00;S;P
KAS;100;2026-03-23 15:25:27.9324600 +00:00;S;P
KD;100;2026-03-23 15:25:27.9324600 +00:00;S;P
KN;100;2026-03-23 15:25:27.9324600 +00:00;S;P
KOD;100;2026-03-23 15:25:27.9324600 +00:00;S;P
KOU;100;2026-03-23 15:25:27.9324600 +00:00;S;P
LF;100;2026-03-23 15:25:27.9324600 +00:00;S;P
RS;58;2026-03-23 15:25:27.9324600 +00:00;S;P
SV;100;2026-03-23 15:25:27.9324600 +00:00;S;P
SW;0;2026-03-23 15:25:27.9324600 +00:00;S;P
TD;100;2026-03-23 15:25:27.9324600 +00:00;S;P
3F;100;2026-03-23 15:25:27.9324600 +00:00;S;P
CL;91;2026-03-23 15:25:27.9324600 +00:00;S;P
CT;100;2026-03-23 15:25:27.9324600 +00:00;S;P
F5;100;2026-03-23 15:25:27.9324600 +00:00;S;P
HX;96;2026-03-23 15:25:27.9324600 +00:00;S;P
LC;100;2026-03-23 15:25:27.9324600 +00:00;S;P
MC;100;2026-03-23 15:25:27.9324600 +00:00;S;P
PZ;100;2026-03-23 15:25:27.9324600 +00:00;S;P
U6;86;2026-03-23 15:25:27.9324600 +00:00;S;P
DY;92;2026-03-23 15:25:27.9324600 +00:00;S;P
RT;81;2026-03-23 15:25:27.9324600 +00:00;S;P
UI;100;2026-03-23 15:25:27.9324600 +00:00;S;P
XP;100;2026-03-23 15:25:27.9324600 +00:00;S;P
FX;66;2026-03-23 15:25:27.9324600 +00:00;S;P
IB;100;2026-03-23 15:25:27.9324600 +00:00;S;P
JI;100;2026-03-23 15:25:27.9324600 +00:00;S;P
TBI;100;2026-03-23 15:25:27.9324600 +00:00;S;P
VS;100;2026-03-23 15:25:27.9324600 +00:00;S;P
ZV;86;2026-03-23 15:25:27.9324600 +00:00;S;P
AL;95;2026-03-23 15:25:27.9324600 +00:00;S;P
XO;100;2026-03-23 15:25:27.9324600 +00:00;S;P
YM;100;2026-03-23 15:25:27.9324600 +00:00;S;P
CSD;87;2026-03-23 15:25:27.9324600 +00:00;S;P
FR;100;2026-03-23 15:25:27.9324600 +00:00;S;P
NO;100;2026-03-23 15:25:27.9324600 +00:00;S;P
XE;100;2026-03-23 15:25:27.9324600 +00:00;S;P
ic;100;2026-03-23 15:25:27.9324600 +00:00;S;P
BNA;100;2026-03-23 15:25:27.9324600 +00:00;S;P
WI;100;2026-03-23 15:25:27.9324600 +00:00;S;P
XW;100;2026-03-23 15:25:27.9324600 +00:00;S;P
A3;100;2026-03-23 15:25:27.9324600 +00:00;S;P
LYM;100;2026-03-23 15:25:27.9324600 +00:00;S;P
Y5;100;2026-03-23 15:25:27.9324600 +00:00;S;P
TAP;100;2026-03-23 15:25:27.9324600 +00:00;S;P
2A;100;2026-03-23 15:25:27.9324600 +00:00;S;P
GH;100;2026-03-23 15:25:27.9324600 +00:00;S;P
KCL;100;2026-03-23 15:25:27.9324600 +00:00;S;P
LL;100;2026-03-23 15:25:27.9324600 +00:00;S;P
QO;66;2026-03-23 15:25:27.9324600 +00:00;S;P
9T+;0;2026-03-23 15:25:27.9324600 +00:00;S;P
C2;84;2026-03-23 15:25:27.9324600 +00:00;S;P
DA;100;2026-03-23 15:25:27.9324600 +00:00;S;P
H2;100;2026-03-23 15:25:27.9324600 +00:00;S;P
IY;80;2026-03-23 15:25:27.9324600 +00:00;S;P
ODC;66;2026-03-23 15:25:27.9324600 +00:00;S;P
WH;100;2026-03-23 15:25:27.9324600 +00:00;S;P
ILA;89;2026-03-23 15:25:27.9324600 +00:00;S;P
X9;100;2026-03-23 15:25:27.9324600 +00:00;S;P
1M;100;2026-03-23 15:25:27.9324600 +00:00;S;P
1S;50;2026-03-23 15:25:27.9324600 +00:00;S;P
BAG;100;2026-03-23 15:25:27.9324600 +00:00;S;P
DDF;100;2026-03-23 15:25:27.9324600 +00:00;S;P
H9;100;2026-03-23 15:25:27.9324600 +00:00;S;P
Q3;51;2026-03-23 15:25:27.9324600 +00:00;S;P
QN;100;2026-03-23 15:25:27.9324600 +00:00;S;P
T17;60;2026-03-23 15:25:27.9324600 +00:00;S;P
YI;100;2026-03-23 15:25:27.9324600 +00:00;S;P
ZCW;100;2026-03-23 15:25:27.9324600 +00:00;S;P
KWO;60;2026-03-23 15:25:27.9324600 +00:00;S;P
NS;100;2026-03-23 15:25:27.9324600 +00:00;S;P
OI;91;2026-03-23 15:25:27.9324600 +00:00;S;P
P9;100;2026-03-23 15:25:27.9324600 +00:00;S;P
Q9;99;2026-03-23 15:25:27.9324600 +00:00;S;P
U2;100;2026-03-23 15:25:27.9324600 +00:00;S;P
YN;100;2026-03-23 15:25:27.9324600 +00:00;S;P
F8;100;2026-03-23 15:25:27.9324600 +00:00;S;P
MW;100;2026-03-23 15:25:27.9324600 +00:00;S;P
W1;100;2026-03-23 15:25:27.9324600 +00:00;S;P
ZHA;86;2026-03-23 15:25:27.9324600 +00:00;S;P
7W;100;2026-03-23 15:25:27.9324600 +00:00;S;P
YX;100;2026-03-23 15:25:27.9324600 +00:00;S;P
GT;100;2026-03-23 15:25:27.9324600 +00:00;S;P
DIR_AGENCE_17001;0;2026-03-23 15:25:27.9324600 +00:00;S;P
7X;100;2026-03-23 15:25:27.9324600 +00:00;S;P
OMA;100;2026-03-23 15:25:27.9324600 +00:00;S;P
8N;90;2026-03-23 15:25:27.9324600 +00:00;S;P
HH;0;2026-03-23 15:25:27.9324600 +00:00;S;M
AT;0;2026-03-23 15:25:27.9324600 +00:00;S;M
EB;0;2026-03-23 15:25:27.9324600 +00:00;S;M
FB;0;2026-03-23 15:25:27.9324600 +00:00;S;M
